model,interactor,chi2_stat,main_effect_comp,ubalanced_high_ptf,ptf_by_low_mtf_slope,ptf_by_high_mtf_slope,low_mTF_total,high_mTF_total,conflicting_sign
MET4,SMP1,5.475489677014388,NA,FALSE,0.12843264595610088,0.09758262959850518,1246,1244,FALSE
SFL1,FZF1,5.295774102173424,NA,FALSE,0.13612967274793833,0.06716542145592702,1236,1255,FALSE
MET31,DIG1,4.582910284833825,NA,TRUE,-0.032969345637144085,0.006641297250518022,3063,1215,FALSE
CHA4,PDR3,4.475548447983523,NA,TRUE,-0.06594097334058395,-0.05353449261449064,2317,1220,FALSE
DAL80,FKH2,4.260303034542776,NA,FALSE,0.056974209071171907,0.043027703969755415,2382,1265,FALSE
PDR3,GAL4,3.443384853939291,NA,TRUE,0.03385522025019395,0.16061140822512157,4745,1219,FALSE
CHA4,LYS14,3.1855587884819627,NA,FALSE,-0.033352344457741365,-0.04687114382394334,4307,1240,FALSE
MET31,GAL4,2.4636283254805065,NA,TRUE,-0.033365628059426194,0.08161908282051418,4745,1219,FALSE
MET31,SMP1,2.286853719123229,NA,TRUE,-0.004162576500423293,0.01128736020078988,1245,1244,FALSE
MET32,GAL4,1.4087425738167303,NA,TRUE,0.005707139688580704,0.11223917387620137,4745,1219,FALSE
HAP2,FKH1,0.8967689973352295,NA,TRUE,-0.011668422721945472,0.001193518821847903,2939,1215,FALSE
DAL80,CBF1,0.5281794422855887,NA,TRUE,0.09405630342918937,0.0413583666644088,1215,1213,FALSE
